cantonId,cantonLabel,municipalityId,municipalityLabel
Q11911,Canton of Berne,Q66446,Wyssachen
Q12771,Canton of Vaud,Q68642,Yens
Q12771,Canton of Vaud,Q63946,Yverdon-les-Bains
Q12771,Canton of Vaud,Q68492,Yvonand
Q12771,Canton of Vaud,Q70240,Yvorne
Q11911,Canton of Berne,Q67424,Zauggenried
Q11911,Canton of Berne,Q66924,Zäziwil
Q12146,Canton of Basel-Landschaft,Q65343,Zeglingen
Q11972,Canton of Aargau,Q66657,Zeihen
Q11972,Canton of Aargau,Q65147,Zeiningen
Q12121,Canton of Lucerne,Q14628,Zell
Q11943,Canton of Zürich,Q67211,Zell
Q834,Canton of Valais,Q70359,Zeneggen
Q834,Canton of Valais,Q27494,Zermatt
Q11925,Canton of the Grisons,Q64609,Zernez
Q11972,Canton of Aargau,Q65188,Zetzwil
Q12146,Canton of Basel-Landschaft,Q64705,Ziefen
Q11911,Canton of Berne,Q66098,Zielebach
Q12713,Canton of Thurgau,Q65443,Zihlschlacht-Sitterdorf
Q11925,Canton of the Grisons,Q64890,Zillis-Reischen
Q11925,Canton of the Grisons,Q69616,Zizers
Q11972,Canton of Aargau,Q63986,Zofingen
Q11911,Canton of Berne,Q69675,Zollikofen
Q11943,Canton of Zürich,Q218691,Zollikon
Q11929,Canton of Solothurn,Q18473,Zuchwil
Q11972,Canton of Aargau,Q64221,Zufikon
Q11933,Canton of Zug,Q68144,Zug
Q11929,Canton of Solothurn,Q66345,Zullwil
Q11943,Canton of Zürich,Q66898,Zumikon
Q12146,Canton of Basel-Landschaft,Q66240,Zunzgen
Q11925,Canton of the Grisons,Q66184,Zuoz
Q11943,Canton of Zürich,Q72,Zurich
Q11972,Canton of Aargau,Q65246908,Zurzach
Q11972,Canton of Aargau,Q65918,Zuzgen
Q11911,Canton of Berne,Q66932,Zuzwil
Q12746,Canton of St. Gallen,Q66279,Zuzwil
Q11911,Canton of Berne,Q69417,Zweisimmen
Q12146,Canton of Basel-Landschaft,Q66702,Zwingen
Q834,Canton of Valais,Q68087,Zwischbergen
