cantonLabel,municipalityLabel,coatOfArmsImage
Canton of Appenzell Ausserrhoden,Wolfhalden,http://commons.wikimedia.org/wiki/Special:FilePath/Wolfhalden%20Blazono.png
Canton of Appenzell Innerrhoden,Appenzell,http://commons.wikimedia.org/wiki/Special:FilePath/Appenzell-blazon.svg
Canton of Appenzell Innerrhoden,Gonten,http://commons.wikimedia.org/wiki/Special:FilePath/Gonten-blazon.svg
Canton of Appenzell Innerrhoden,Oberegg,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Oberegg%20COA.svg
Canton of Appenzell Innerrhoden,Rüte,http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%BCte-blazon.svg
Canton of Appenzell Innerrhoden,Schlatt-Haslen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Schlatt-Haslen%20COA.svg
Canton of Appenzell Innerrhoden,Schwende,http://commons.wikimedia.org/wiki/Special:FilePath/Schwende-blazon.svg
Canton of Appenzell Innerrhoden,Schwende-Rüte,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Schwende-R%C3%BCte%20COA.svg
Canton of Basel-Landschaft,Aesch,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Aesch%20BL.svg
Canton of Basel-Landschaft,Allschwil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Allschwil%20COA.svg
Canton of Basel-Landschaft,Anwil,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Anwil.svg
Canton of Basel-Landschaft,Arboldswil,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Arboldswil.svg
Canton of Basel-Landschaft,Arisdorf,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Arisdorf.png
Canton of Basel-Landschaft,Arlesheim,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Arlesheim.svg
Canton of Basel-Landschaft,Augst,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Augst.png
Canton of Basel-Landschaft,Bennwil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bennwil%20COA.svg
Canton of Basel-Landschaft,Biel-Benken,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Biel-Benken.svg
Canton of Basel-Landschaft,Binningen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Binningen%20BL.svg
Canton of Basel-Landschaft,Birsfelden,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Birsfelden.svg
Canton of Basel-Landschaft,Blauen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Blauen%20BL.svg
Canton of Basel-Landschaft,Bottmingen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bottmingen%20COA.svg
Canton of Basel-Landschaft,Bretzwil,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Bretzwil.svg
Canton of Basel-Landschaft,Brislach,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Brislach.svg
Canton of Basel-Landschaft,Bubendorf,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Bubendorf%20BL.svg
Canton of Basel-Landschaft,Buckten,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Buckten.svg
Canton of Basel-Landschaft,Burg im Leimental,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Burg%20im%20Leimental.svg
Canton of Basel-Landschaft,Buus,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Buus.svg
Canton of Basel-Landschaft,Böckten,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Boeckten.svg
Canton of Basel-Landschaft,Diegten,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Diegten.png
Canton of Basel-Landschaft,Diepflingen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Diepflingen.svg
Canton of Basel-Landschaft,Dittingen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Dittingen.png
Canton of Basel-Landschaft,Duggingen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Duggingen.png
Canton of Basel-Landschaft,Eptingen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Eptingen.svg
Canton of Basel-Landschaft,Ettingen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Ettingen.svg
Canton of Basel-Landschaft,Frenkendorf,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Frenkendorf%20COA.svg
Canton of Basel-Landschaft,Füllinsdorf,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Fuellinsdorf.png
Canton of Basel-Landschaft,Gelterkinden,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Gelterkinden.svg
Canton of Basel-Landschaft,Giebenach,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Giebenach.svg
Canton of Basel-Landschaft,Grellingen,http://commons.wikimedia.org/wiki/Special:FilePath/Grellingen%20coat%20of%20arms.svg
Canton of Basel-Landschaft,Hemmiken,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Hemmiken.svg
Canton of Basel-Landschaft,Hersberg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Hersberg.svg
Canton of Basel-Landschaft,Häfelfingen,http://commons.wikimedia.org/wiki/Special:FilePath/Haefelfingen-coat%20of%20arms.png
Canton of Basel-Landschaft,Hölstein,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20H%C3%B6lstein.svg
Canton of Basel-Landschaft,Itingen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Itingen.svg
Canton of Basel-Landschaft,Kilchberg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Kilchberg%20BL.svg
Canton of Basel-Landschaft,Känerkinden,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Kaenerkinden.png
Canton of Basel-Landschaft,Lampenberg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Lampenberg.svg
Canton of Basel-Landschaft,Langenbruck,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Langenbruck.png
Canton of Basel-Landschaft,Laufen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Laufen%20BL%20official%20COA.svg
Canton of Basel-Landschaft,Lausen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Lausen%20BL.svg
Canton of Basel-Landschaft,Lauwil,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Lauwil.svg
Canton of Basel-Landschaft,Liedertswil,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Liedertswil.png
Canton of Basel-Landschaft,Liesberg,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Liesberg.png
Canton of Basel-Landschaft,Liestal,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Liestal.svg
Canton of Basel-Landschaft,Lupsingen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Lupsingen.png
Canton of Basel-Landschaft,Läufelfingen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Laeufelfingen.png
Canton of Basel-Landschaft,Maisprach,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Maisprach.svg
Canton of Basel-Landschaft,Muttenz,http://commons.wikimedia.org/wiki/Special:FilePath/Muttenz.png
Canton of Basel-Landschaft,Münchenstein,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%BCnchenstein-coat%20of%20arms.svg
Canton of Basel-Landschaft,Nenzlingen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Nenzlingen.png
Canton of Basel-Landschaft,Niederdorf,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Niederdorf%20BL.svg
Canton of Basel-Landschaft,Nusshof,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Nusshof.svg
Canton of Basel-Landschaft,Oberdorf,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Oberdorf%20BL.svg
Canton of Basel-Landschaft,Oberwil,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Oberwil%20BL.svg
Canton of Basel-Landschaft,Oltingen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Oltingen.svg
Canton of Basel-Landschaft,Ormalingen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Ormalingen.svg
Canton of Basel-Landschaft,Pfeffingen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Pfeffingen%20BL.svg
Canton of Basel-Landschaft,Pratteln,http://commons.wikimedia.org/wiki/Special:FilePath/Pratteln-coat%20of%20arms.svg
Canton of Basel-Landschaft,Ramlinsburg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Ramlinsburg.svg
Canton of Basel-Landschaft,Reigoldswil,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Reigoldswil.png
Canton of Basel-Landschaft,Reinach,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Reinach%20BL.svg
Canton of Basel-Landschaft,Rickenbach,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Rickenbach%20BL.svg
Canton of Basel-Landschaft,Roggenburg,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Roggenburg%20BL.png
Canton of Basel-Landschaft,Rothenfluh,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Rothenfluh.svg
Canton of Basel-Landschaft,Röschenz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20R%C3%B6schenz%20COA.svg
Canton of Basel-Landschaft,Rümlingen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Ruemlingen.png
Canton of Basel-Landschaft,Rünenberg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Ruenenberg.svg
Canton of Basel-Landschaft,Schönenbuch,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Sch%C3%B6nenbuch%20COA.svg
Canton of Basel-Landschaft,Seltisberg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Seltisberg.svg
Canton of Basel-Landschaft,Sissach,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Sissach.png
Canton of Basel-Landschaft,Tecknau,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Tecknau.svg
Canton of Basel-Landschaft,Tenniken,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Tenniken.svg
Canton of Basel-Landschaft,Therwil,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Therwil.svg
Canton of Basel-Landschaft,Thürnen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Thuernen.svg
Canton of Basel-Landschaft,Titterten,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Titterten.png
Canton of Basel-Landschaft,Wahlen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Wahlen.png
Canton of Basel-Landschaft,Waldenburg,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Waldenburg%20BL%20COA.svg
Canton of Basel-Landschaft,Wenslingen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Wenslingen.svg
Canton of Basel-Landschaft,Wintersingen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Wintersingen.svg
Canton of Basel-Landschaft,Wittinsburg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Wittinsburg.svg
Canton of Basel-Landschaft,Zeglingen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Zeglingen.svg
Canton of Basel-Landschaft,Ziefen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ziefen%20COA.svg
Canton of Basel-Landschaft,Zunzgen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Zunzgen.svg
Canton of Basel-Landschaft,Zwingen,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Zwingen.svg
Canton of Basel-Stadt,Basel,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Basel-Stadt%20matt.svg
Canton of Basel-Stadt,Bettingen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bettingen%20BS%20COA.svg
Canton of Basel-Stadt,Riehen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Riehen%20COA.svg
Canton of Berne,Aarberg,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Aarberg%20BE%20COA.svg
Canton of Berne,Aarwangen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Aarwangen%20COA.svg
Canton of Berne,Adelboden,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Adelboden%20COA.svg
Canton of Berne,Aefligen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Aefligen%20COA.svg
Canton of Berne,Aegerten,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Aegerten%20COA.svg
Canton of Berne,Aeschi bei Spiez,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Aeschi%20bei%20Spiez%20COA.svg
Canton of Berne,Affoltern im Emmental,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Affoltern%20im%20Emmental%20COA.svg
Canton of Berne,Alchenstorf,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Alchenstorf%20COA.svg
Canton of Berne,Allmendingen bei Bern,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Allmendingen%20bei%20Bern%20COA.svg
Canton of Berne,Amsoldingen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Amsoldingen%20COA.svg
Canton of Berne,Arch,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Arch%20COA.svg
Canton of Berne,Arni,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Arni%20BE%20COA.svg
Canton of Berne,Attiswil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Attiswil%20COA.svg
Canton of Berne,Auswil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Auswil%20COA.svg
Canton of Berne,Bannwil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bannwil%20COA.svg
Canton of Berne,Bargen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bargen%20BE%20COA.svg
Canton of Berne,Beatenberg,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Beatenberg%20COA.svg
Canton of Berne,Bellmund,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bellmund%20COA.svg
Canton of Berne,Belp,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Belp%20BE%20COA.svg
Canton of Berne,Belprahon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Belprahon%20COA.svg
Canton of Berne,Berken,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Berken%20COA.svg
Canton of Berne,Bern,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bern%20BE%20COA.svg
Canton of Berne,Bettenhausen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bettenhausen%20COA.svg
Canton of Berne,Biel/Bienne,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Biel%20COA.svg
Canton of Berne,Biglen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Biglen%20COA.svg
Canton of Berne,Bleienbach,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bleienbach%20COA.svg
Canton of Berne,Blumenstein,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Blumenstein%20COA.svg
Canton of Berne,Bolligen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bolligen%20COA.svg
Canton of Berne,Boltigen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Boltigen%20COA.svg
Canton of Berne,Bowil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bowil%20COA.svg
Canton of Berne,Bremgarten bei Bern,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bremgarten%20bei%20Bern%20COA.svg
Canton of Berne,Brenzikofen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Brenzikofen%20COA.svg
Canton of Berne,Brienz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Brienz%20COA.svg
Canton of Berne,Brienzwiler,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Brienzwiler%20COA.svg
Canton of Berne,Brügg,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Br%C3%BCgg%20COA.svg
Canton of Berne,Brüttelen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Br%C3%BCttelen%20COA.svg
Canton of Berne,Buchholterberg,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Buchholterberg%20COA.svg
Canton of Berne,Burgdorf,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Burgdorf%20BE%20COA.svg
Canton of Berne,Burgistein,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Burgistein%20COA.svg
Canton of Berne,Busswil bei Melchnau,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Busswil%20bei%20Melchnau%20COA.svg
Canton of Berne,Bäriswil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20B%C3%A4riswil%20COA.svg
Canton of Berne,Bätterkinden,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20B%C3%A4tterkinden%20COA.svg
Canton of Berne,Bönigen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20B%C3%B6nigen%20BE%20COA.svg
Canton of Berne,Büetigen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20B%C3%BCetigen%20COA.svg
Canton of Berne,Bühl,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20B%C3%BChl%20COA.svg
Canton of Berne,Büren an der Aare,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20B%C3%BCren%20an%20der%20Aare%20COA.svg
Canton of Berne,Champoz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Champoz%20COA.svg
Canton of Berne,Corcelles,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Corcelles%20COA.svg
Canton of Berne,Corgémont,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Corg%C3%A9mont%20COA.svg
Canton of Berne,Cormoret,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cormoret%20COA.svg
Canton of Berne,Cortébert,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cort%C3%A9bert%20COA.svg
Canton of Berne,Court,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Court%20COA.svg
Canton of Berne,Courtelary,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Courtelary%20COA.svg
Canton of Berne,Crémines,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cr%C3%A9mines%20COA.svg
Canton of Berne,Deisswil bei Münchenbuchsee,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Deisswil%20bei%20M%C3%BCnchenbuchsee%20COA.svg
Canton of Berne,Diemtigen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Diemtigen%20COA.svg
Canton of Berne,Diessbach bei Büren,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Diessbach%20bei%20B%C3%BCren%20COA.svg
Canton of Berne,Dotzigen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Dotzigen%20BE%20COA.svg
Canton of Berne,Därligen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20D%C3%A4rligen%20COA.svg
Canton of Berne,Därstetten,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20D%C3%A4rstetten%20COA.svg
Canton of Berne,Dürrenroth,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20D%C3%BCrrenroth%20COA.svg
Canton of Berne,Eggiwil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Eggiwil%20COA.svg
Canton of Berne,Epsach,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Epsach%20COA.svg
Canton of Berne,Eriswil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Eriswil%20COA.svg
Canton of Berne,Eriz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Eriz%20COA.svg
Canton of Berne,Erlach,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Erlach%20COA.svg
Canton of Berne,Erlenbach im Simmental,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Erlenbach%20im%20Simmental%20COA.svg
Canton of Berne,Ersigen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ersigen%20COA.svg
Canton of Berne,Eschert,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Eschert%20COA.svg
Canton of Berne,Evilard,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Evilard%20COA.svg
Canton of Berne,Fahrni,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Fahrni%20COA.svg
Canton of Berne,Farnern,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Farnern%20COA.svg
Canton of Berne,Ferenbalm,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ferenbalm%20COA.svg
Canton of Berne,Finsterhennen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Finsterhennen%20BE%20COA.svg
Canton of Berne,Forst-Längenbühl,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Forst-L%C3%A4ngenb%C3%BChl%20COA.svg
Canton of Berne,Fraubrunnen,
Canton of Berne,Frauenkappelen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Frauenkappelen%20COA.svg
Canton of Berne,Freimettigen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Freimettigen%20COA.svg
Canton of Berne,Frutigen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Frutigen%20COA.svg
Canton of Berne,Gals,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gals%20COA.svg
Canton of Berne,Gampelen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gampelen%20COA.svg
Canton of Berne,Gerzensee,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gerzensee%20COA.svg
Canton of Berne,Gondiswil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gondiswil%20COA.svg
Canton of Berne,Graben,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Graben%20BE%20COA.svg
